Latitude,Longitude,Diameter(m),Depth(m),Confidence
-85.0020701,25.4776037,10.5,1.7999999999999996,0.3121117353439331
-85.0028353,25.4814558,9.299999999999999,1.6499999999999997,0.2989516258239746
-84.9988216,25.4921807,6.3,3.1499999999999995,0.2922500967979431
-85.002388,25.4688852,50.699999999999996,11.399999999999999,0.2873518466949463
-85.0014338,25.495038,22.5,6.749999999999999,0.28306305408477783
-85.002388,25.4688852,72.3,10.049999999999997,0.281033456325531
-85.0004784,25.5211829,12.0,4.649999999999999,0.2800072729587555
-85.0004784,25.5211829,10.2,3.599999999999999,0.2795366942882538
-85.000797,25.5124688,15.6,4.649999999999999,0.2785002589225769
-84.9985033,25.5008924,41.699999999999996,17.999999999999996,0.2779323160648346
-85.0004784,25.5211829,15.899999999999999,5.849999999999999,0.2743624448776245
-85.0004784,25.5211829,14.7,5.249999999999999,0.2705993950366974
-85.0011154,25.5037539,11.7,3.1499999999999995,0.26854607462882996
-85.0014338,25.495038,20.099999999999998,4.499999999999999,0.2667293846607208
-84.9950011,25.4728881,5.1,2.8499999999999996,0.26552778482437134
-85.0027059,25.4601659,18.0,3.7499999999999996,0.26463067531585693
-85.000797,25.5124688,12.6,4.499999999999999,0.2601061761379242
-85.0004784,25.5211829,12.299999999999999,4.649999999999999,0.2541849911212921
-85.0011154,25.5037539,67.2,9.599999999999998,0.253957599401474
-84.9988829,25.4408967,3.5999999999999996,4.199999999999999,0.2517769932746887
-85.0011154,25.5037539,12.6,3.599999999999999,0.25021788477897644
-84.998436,25.4283288,6.8999999999999995,3.2999999999999994,0.517012894153595
-84.9965895,25.4293438,10.2,4.649999999999999,0.46812212467193604
-85.0010464,25.4311744,14.7,18.299999999999997,0.4232218861579895
-85.0033413,25.4427246,12.299999999999999,4.799999999999999,0.4190356731414795
-85.0002821,25.4273197,9.0,4.649999999999999,0.4053279757499695
-84.998436,25.4283288,11.1,5.249999999999999,0.38921093940734863
-85.0022583,25.4475979,10.2,5.399999999999999,0.38663509488105774
-84.997801,25.4457552,9.6,4.799999999999999,0.38543716073036194
-84.9973542,25.4331906,47.699999999999996,15.899999999999997,0.3664644956588745
-85.0010464,25.4311744,11.1,16.799999999999997,0.35165488719940186
-85.0030237,25.4514457,67.5,9.899999999999999,0.30726179480552673
-85.0030237,25.4514457,19.8,4.049999999999999,0.3022904098033905
-85.0010464,25.4311744,22.2,19.199999999999996,0.2999490201473236
-84.9976716,25.4244781,4.5,2.3999999999999995,0.28808391094207764
-85.0016228,25.4650352,16.2,5.249999999999999,0.28546735644340515
-85.0016228,25.4650352,14.1,4.199999999999999,0.28384649753570557
-85.0033413,25.4427246,14.399999999999999,5.849999999999999,0.26663222908973694
-85.002388,25.4688852,73.5,16.949999999999996,0.25910618901252747
-85.0027059,25.4601659,9.9,3.599999999999999,0.2552763819694519
-84.9931531,25.4739042,8.4,4.349999999999999,0.6270394921302795
-84.9924427,25.4188992,44.699999999999996,24.449999999999996,0.5982674956321716
-84.9939754,25.4265477,49.199999999999996,24.599999999999994,0.5375016331672668
-84.9927599,25.4101941,25.2,5.249999999999999,0.5227085947990417
-84.9906669,25.4923404,6.8999999999999995,3.4499999999999993,0.5148500800132751
-84.9939187,25.4777421,10.2,5.549999999999999,0.4816238284111023
-84.9956368,25.455473,9.0,3.2999999999999994,0.4735085964202881
-84.9905371,25.4711116,6.3,3.2999999999999994,0.45530110597610474
-84.9874731,25.4557908,16.5,8.249999999999998,0.4431056082248688
-84.9890049,25.4634542,10.799999999999999,5.399999999999999,0.43388089537620544
-84.9939187,25.4777421,18.599999999999998,7.949999999999998,0.40686434507369995
-84.9943649,25.4902996,9.6,4.649999999999999,0.3544953167438507
-84.9914904,25.4450093,7.199999999999999,3.7499999999999996,0.3362431228160858
-84.9950011,25.4728881,7.8,2.2499999999999996,0.33276933431625366
-84.9962721,25.4380544,10.2,3.2999999999999994,0.3242630362510681
-84.9904607,25.3987314,5.1,8.999999999999998,0.31528326869010925
-84.9903486,25.5010388,5.7,2.9999999999999996,0.301644504070282
-84.9927599,25.4101941,6.3,3.1499999999999995,0.2820635437965393
-84.9896404,25.4460579,10.799999999999999,5.249999999999999,0.27790501713752747
-84.992705,25.4613682,6.0,3.1499999999999995,0.2740757465362549
-84.9939187,25.4777421,4.5,2.5499999999999994,0.26650652289390564
-84.9940466,25.4990041,63.0,10.199999999999998,0.2658456861972809
-84.9939754,25.4265477,47.4,23.399999999999995,0.527810275554657
